neighbourhood_group,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,room_type_n
Brooklyn,Shared room,25,3,2,1.05,2
Manhattan,Private room,120,1,1,0.03,0
Brooklyn,Private room,85,3,1,0.02,0
Brooklyn,Entire home/apt,140,1,4,0.17,1
Manhattan,Entire home/apt,160,3,2,0.05,1
Bronx,Entire home/apt,84,3,67,0.91,1
Queens,Entire home/apt,99,5,441,4.5,1
Bronx,Private room,80,3,20,1.18,0
Brooklyn,Entire home/apt,85,3,0,0.0,1
Queens,Entire home/apt,135,1,115,6.8,1
Brooklyn,Entire home/apt,175,3,29,0.85,1
Brooklyn,Entire home/apt,196,2,93,4.1,1
Brooklyn,Entire home/apt,150,3,76,0.98,1
Queens,Private room,45,5,18,0.83,0
Brooklyn,Private room,60,3,12,2.55,0
Brooklyn,Private room,74,3,16,0.48,0
Manhattan,Entire home/apt,100,2,24,2.57,1
Manhattan,Entire home/apt,147,7,27,0.78,1
Brooklyn,Entire home/apt,196,2,88,3.32,1
Queens,Private room,80,2,11,0.45,0
Brooklyn,Private room,150,3,10,0.38,0
Queens,Entire home/apt,250,3,4,0.63,1
Manhattan,Entire home/apt,235,2,3,1.58,1
Brooklyn,Entire home/apt,95,2,11,0.3,1
Manhattan,Private room,40,3,0,0.0,0
Manhattan,Entire home/apt,147,2,16,0.18,1
Brooklyn,Private room,169,1,34,1.09,0
Manhattan,Entire home/apt,278,5,53,2.01,1
Brooklyn,Private room,75,1,0,0.0,0
Brooklyn,Entire home/apt,91,2,2,2.0,1
Brooklyn,Private room,50,5,5,0.17,0
Brooklyn,Private room,40,10,12,0.28,0
Brooklyn,Private room,60,2,1,0.12,0
Bronx,Entire home/apt,100,1,2,2.0,1
Queens,Private room,50,1,0,0.0,0
Manhattan,Private room,103,1,394,6.79,0
Manhattan,Entire home/apt,150,2,10,0.49,1
Manhattan,Shared room,80,1,17,0.38,2
Manhattan,Entire home/apt,199,10,4,0.06,1
Manhattan,Entire home/apt,175,6,11,0.62,1
Brooklyn,Entire home/apt,88,10,0,0.0,1
Brooklyn,Private room,75,1,12,2.54,0
Queens,Private room,60,1,22,1.73,0
Bronx,Private room,25,2,1,0.14,0
Queens,Entire home/apt,77,3,289,3.3,1
Brooklyn,Private room,55,3,16,0.37,0
Manhattan,Private room,85,2,3,0.21,0
Brooklyn,Private room,49,3,30,1.62,0
Manhattan,Entire home/apt,170,1,1,0.02,1
Queens,Private room,180,1,0,0.0,0
Manhattan,Private room,80,2,0,0.0,0
Manhattan,Private room,78,1,0,0.0,0
Queens,Entire home/apt,195,1,239,6.31,1
Manhattan,Private room,85,4,0,0.0,0
Queens,Private room,53,7,0,0.0,0
Manhattan,Entire home/apt,175,4,30,0.82,1
Brooklyn,Private room,63,3,1,0.14,0
Manhattan,Private room,100,3,326,3.96,0
Queens,Private room,75,1,2,0.92,0
Manhattan,Entire home/apt,130,4,94,2.2,1
Queens,Private room,32,5,47,1.61,0
Manhattan,Entire home/apt,200,10,3,0.16,1
Manhattan,Entire home/apt,125,3,7,0.19,1
Brooklyn,Entire home/apt,120,3,0,0.0,1
Manhattan,Entire home/apt,175,5,2,0.08,1
Manhattan,Entire home/apt,165,4,72,1.35,1
Manhattan,Entire home/apt,199,4,9,0.22,1
Queens,Entire home/apt,195,3,124,2.2,1
Manhattan,Entire home/apt,289,2,74,2.09,1
Brooklyn,Entire home/apt,130,5,0,0.0,1
Manhattan,Private room,300,3,0,0.0,0
Manhattan,Private room,150,2,41,3.54,0
Brooklyn,Entire home/apt,159,1,15,0.22,1
Manhattan,Private room,69,4,0,0.0,0
Brooklyn,Private room,55,1,2,0.27,0
Manhattan,Entire home/apt,299,2,1,0.05,1
Brooklyn,Entire home/apt,160,2,1,0.05,1
Manhattan,Entire home/apt,160,1,1,1.0,1
Manhattan,Private room,80,1,11,0.85,0
Manhattan,Entire home/apt,280,4,3,0.13,1
Manhattan,Entire home/apt,179,1,0,0.0,1
Manhattan,Entire home/apt,150,4,1,0.02,1
Queens,Private room,100,2,1,0.05,0
Manhattan,Entire home/apt,300,2,8,0.81,1
Brooklyn,Private room,49,3,7,0.12,0
Queens,Private room,159,1,0,0.0,0
Manhattan,Entire home/apt,190,4,4,0.17,1
Manhattan,Private room,75,1,37,4.72,0
Brooklyn,Private room,169,1,151,2.58,0
Manhattan,Private room,80,3,12,0.87,0
Brooklyn,Private room,112,1,29,5.09,0
Brooklyn,Entire home/apt,195,3,12,3.71,1
Manhattan,Entire home/apt,78,6,4,0.2,1
Manhattan,Entire home/apt,135,5,28,0.8,1
Brooklyn,Entire home/apt,125,2,11,0.23,1
Brooklyn,Entire home/apt,130,4,53,3.66,1
Manhattan,Private room,40,1,27,4.01,0
Brooklyn,Private room,129,3,0,0.0,0
Brooklyn,Entire home/apt,100,2,4,4.0,1
Staten Island,Entire home/apt,80,3,68,2.55,1
Queens,Private room,120,2,9,0.2,0
Brooklyn,Entire home/apt,125,3,1,0.16,1
Manhattan,Entire home/apt,299,1,0,0.0,1
Manhattan,Private room,60,1,128,6.03,0
Manhattan,Entire home/apt,114,1,2,2.0,1
Manhattan,Entire home/apt,300,3,0,0.0,1
Manhattan,Entire home/apt,299,2,2,0.2,1
Bronx,Private room,100,7,0,0.0,0
Manhattan,Entire home/apt,140,4,2,0.04,1
Manhattan,Entire home/apt,120,1,3,0.06,1
Brooklyn,Entire home/apt,80,3,2,0.06,1
Brooklyn,Private room,165,1,0,0.0,0
Queens,Private room,89,1,0,0.0,0
Manhattan,Private room,70,3,6,0.41,0
Manhattan,Private room,58,1,143,2.83,0
Manhattan,Entire home/apt,100,2,0,0.0,1
Brooklyn,Private room,70,3,1,0.03,0
Brooklyn,Entire home/apt,130,3,92,1.45,1
Brooklyn,Private room,75,3,67,1.52,0
Brooklyn,Entire home/apt,98,5,135,2.96,1
Brooklyn,Entire home/apt,67,2,149,4.08,1
Brooklyn,Private room,70,3,169,3.07,0
Queens,Private room,40,1,7,0.5,0
Manhattan,Private room,69,4,2,0.09,0
Manhattan,Private room,58,3,49,1.28,0
Brooklyn,Private room,25,1,4,0.34,0
Brooklyn,Entire home/apt,280,3,43,1.24,1
Brooklyn,Private room,40,3,3,0.43,0
Manhattan,Private room,100,3,64,4.19,0
Manhattan,Shared room,85,1,18,6.21,2
Manhattan,Entire home/apt,142,4,2,0.07,1
Manhattan,Private room,99,1,0,0.0,0
Brooklyn,Private room,91,4,106,2.82,0
Manhattan,Entire home/apt,105,4,8,0.5,1
Brooklyn,Private room,56,2,4,0.14,0
Brooklyn,Private room,190,7,0,0.0,0
Brooklyn,Entire home/apt,119,1,3,0.3,1
Manhattan,Entire home/apt,220,7,55,1.12,1
Brooklyn,Private room,62,2,11,0.14,0
Manhattan,Shared room,60,1,0,0.0,2
Manhattan,Private room,70,1,0,0.0,0
Brooklyn,Private room,50,1,3,0.13,0
Brooklyn,Private room,48,4,22,0.47,0
Manhattan,Entire home/apt,170,3,42,2.19,1
Queens,Entire home/apt,190,3,1,0.16,1
Manhattan,Entire home/apt,160,3,36,0.93,1
Manhattan,Private room,110,2,29,1.47,0
Manhattan,Entire home/apt,179,2,3,3.0,1
Manhattan,Private room,69,7,6,0.53,0
Manhattan,Entire home/apt,134,7,0,0.0,1
Brooklyn,Private room,64,7,1,0.02,0
Brooklyn,Entire home/apt,129,1,21,0.36,1
Queens,Private room,30,1,74,2.53,0
Queens,Private room,95,2,42,0.74,0
Brooklyn,Private room,45,10,25,0.62,0
Manhattan,Entire home/apt,140,2,12,1.89,1
Brooklyn,Private room,60,1,3,3.0,0
Manhattan,Entire home/apt,199,2,1,0.42,1
Manhattan,Entire home/apt,120,5,49,0.56,1
Brooklyn,Private room,90,1,32,3.06,0
Manhattan,Entire home/apt,150,2,0,0.0,1
Manhattan,Private room,80,3,35,1.44,0
Manhattan,Private room,99,2,78,1.71,0
Manhattan,Entire home/apt,100,3,226,2.97,1
Bronx,Private room,80,1,6,1.33,0
Queens,Private room,76,3,9,0.97,0
Brooklyn,Entire home/apt,98,4,106,2.59,1
Brooklyn,Entire home/apt,200,1,1,0.02,1
Brooklyn,Entire home/apt,250,1,0,0.0,1
Staten Island,Private room,69,3,23,0.52,0
Brooklyn,Entire home/apt,86,2,19,3.54,1
Queens,Private room,70,1,1,0.02,0
Manhattan,Entire home/apt,135,2,1,0.04,1
Manhattan,Entire home/apt,309,1,1,0.59,1
Brooklyn,Entire home/apt,155,2,1,1.0,1
Manhattan,Entire home/apt,248,4,3,0.31,1
Manhattan,Entire home/apt,199,3,14,1.33,1
Manhattan,Private room,120,1,365,5.81,0
Queens,Entire home/apt,93,2,1,0.81,1
Brooklyn,Entire home/apt,90,3,76,2.75,1
Brooklyn,Private room,89,2,35,1.35,0
Brooklyn,Private room,48,5,2,0.48,0
Manhattan,Private room,125,1,55,4.81,0
Manhattan,Private room,200,3,0,0.0,0
Manhattan,Private room,59,1,3,0.08,0
Queens,Private room,80,3,0,0.0,0
Manhattan,Private room,80,1,3,2.5,0
Manhattan,Entire home/apt,178,9,22,0.71,1
Brooklyn,Private room,31,4,10,0.85,0
Manhattan,Entire home/apt,175,3,3,0.36,1
Manhattan,Private room,49,1,0,0.0,0
Queens,Private room,77,1,254,5.61,0
Queens,Entire home/apt,50,1,310,13.27,1
Queens,Private room,43,2,42,2.09,0
Brooklyn,Entire home/apt,165,5,8,0.66,1
Brooklyn,Private room,59,4,6,0.87,0
Manhattan,Entire home/apt,250,3,10,8.33,1
Manhattan,Entire home/apt,120,7,1,0.03,1
Brooklyn,Entire home/apt,131,2,27,0.76,1
Manhattan,Entire home/apt,200,7,0,0.0,1
Manhattan,Private room,50,2,2,0.04,0
Brooklyn,Private room,90,3,1,1.0,0
Brooklyn,Private room,50,1,5,0.65,0
Brooklyn,Private room,60,2,16,3.78,0
Brooklyn,Private room,80,3,1,0.05,0
Brooklyn,Private room,38,1,2,0.11,0
Brooklyn,Entire home/apt,12,3,0,0.0,1
Manhattan,Entire home/apt,80,7,6,0.18,1
Manhattan,Private room,129,1,11,1.58,0
Manhattan,Private room,100,1,1,0.02,0
Queens,Entire home/apt,150,2,0,0.0,1
Brooklyn,Entire home/apt,155,1,1,0.02,1
Brooklyn,Private room,75,2,18,1.44,0
Manhattan,Private room,99,1,95,7.2,0
Manhattan,Entire home/apt,199,2,19,0.35,1
Brooklyn,Private room,35,1,8,0.44,0
Manhattan,Entire home/apt,126,2,11,0.29,1
Brooklyn,Private room,100,2,0,0.0,0
Queens,Entire home/apt,112,2,3,0.35,1
Brooklyn,Entire home/apt,125,1,40,2.97,1
Brooklyn,Private room,62,1,1,0.03,0
Manhattan,Entire home/apt,99,3,18,0.33,1
Brooklyn,Private room,85,2,1,0.02,0
Manhattan,Entire home/apt,125,4,0,0.0,1
Queens,Entire home/apt,100,2,25,3.55,1
Brooklyn,Entire home/apt,160,3,1,0.02,1
Bronx,Private room,36,1,9,4.09,0
Brooklyn,Entire home/apt,200,3,5,3.57,1
Brooklyn,Private room,65,6,3,0.07,0
Manhattan,Entire home/apt,195,6,0,0.0,1
Manhattan,Private room,79,2,14,0.34,0
Brooklyn,Private room,50,3,25,2.26,0
Brooklyn,Entire home/apt,320,2,172,2.99,1
Brooklyn,Entire home/apt,80,1,14,1.49,1
Brooklyn,Entire home/apt,140,2,7,2.63,1
Brooklyn,Private room,31,2,1,0.02,0
Brooklyn,Private room,50,1,14,0.78,0
Brooklyn,Private room,80,1,0,0.0,0
Manhattan,Private room,135,2,79,3.32,0
Queens,Entire home/apt,93,2,70,4.24,1
Manhattan,Entire home/apt,115,3,0,0.0,1
Bronx,Entire home/apt,155,2,11,0.29,1
Manhattan,Entire home/apt,50,2,123,1.47,1
Brooklyn,Entire home/apt,139,2,19,4.96,1
Brooklyn,Entire home/apt,130,1,45,0.86,1
Brooklyn,Private room,53,1,0,0.0,0
Brooklyn,Private room,60,5,0,0.0,0
Manhattan,Entire home/apt,300,3,5,0.08,1
Manhattan,Private room,75,4,0,0.0,0
Manhattan,Entire home/apt,139,4,8,0.17,1
Brooklyn,Entire home/apt,65,2,1,0.05,1
Queens,Private room,80,1,5,0.47,0
Brooklyn,Private room,46,1,0,0.0,0
Brooklyn,Private room,300,2,2,0.06,0
Brooklyn,Private room,75,3,17,0.49,0
Brooklyn,Private room,65,1,85,1.16,0
Brooklyn,Private room,60,1,194,4.29,0
Brooklyn,Entire home/apt,195,2,3,0.06,1
Staten Island,Private room,79,2,21,0.64,0
Manhattan,Entire home/apt,120,1,3,0.06,1
Manhattan,Entire home/apt,295,7,12,0.78,1
Brooklyn,Private room,100,1,12,0.26,0
Brooklyn,Entire home/apt,70,5,2,0.06,1
Manhattan,Private room,51,7,0,0.0,0
Brooklyn,Private room,50,10,0,0.0,0
Manhattan,Private room,107,6,12,0.47,0
Brooklyn,Private room,45,2,3,0.49,0
Brooklyn,Private room,50,3,20,1.63,0
Brooklyn,Entire home/apt,150,4,6,0.63,1
Manhattan,Private room,80,1,4,0.23,0
Manhattan,Entire home/apt,175,2,0,0.0,1
Manhattan,Entire home/apt,240,1,66,4.09,1
Queens,Shared room,25,2,15,1.77,2
Queens,Private room,85,2,2,0.29,0
Manhattan,Entire home/apt,159,2,47,1.16,1
Brooklyn,Private room,35,2,1,0.05,0
Brooklyn,Private room,35,1,9,0.2,0
Brooklyn,Entire home/apt,200,5,0,0.0,1
Queens,Entire home/apt,90,4,0,0.0,1
Brooklyn,Private room,65,1,0,0.0,0
Brooklyn,Entire home/apt,125,2,1,0.16,1
Manhattan,Entire home/apt,150,1,0,0.0,1
Manhattan,Private room,160,2,2,0.09,0
Manhattan,Entire home/apt,180,2,8,0.15,1
Queens,Entire home/apt,89,1,146,3.85,1
Brooklyn,Private room,50,4,0,0.0,0
Brooklyn,Private room,55,1,47,4.31,0
Manhattan,Private room,110,2,41,1.21,0
Manhattan,Entire home/apt,76,3,1,0.13,1
Manhattan,Entire home/apt,330,3,12,0.32,1
Queens,Private room,85,5,3,0.11,0
Manhattan,Entire home/apt,80,5,1,0.05,1
Manhattan,Private room,85,1,2,0.06,0
Manhattan,Entire home/apt,148,1,0,0.0,1
Brooklyn,Entire home/apt,60,2,46,2.34,1
Brooklyn,Private room,75,3,14,0.64,0
Manhattan,Private room,95,6,62,0.76,0
Brooklyn,Entire home/apt,70,4,1,0.13,1
Brooklyn,Shared room,40,1,5,0.15,2
Brooklyn,Private room,55,1,40,2.15,0
Queens,Entire home/apt,125,1,9,0.2,1
Brooklyn,Entire home/apt,300,6,1,0.39,1
Manhattan,Entire home/apt,185,2,69,0.71,1
Staten Island,Private room,36,2,333,3.19,0
Brooklyn,Entire home/apt,185,5,60,1.3,1
Brooklyn,Entire home/apt,150,4,9,0.89,1
Manhattan,Private room,100,2,1,0.02,0
Manhattan,Private room,79,3,66,2.67,0
Brooklyn,Entire home/apt,130,2,107,3.47,1
Manhattan,Entire home/apt,295,1,50,1.33,1
Brooklyn,Entire home/apt,120,2,19,1.82,1
Brooklyn,Entire home/apt,100,1,0,0.0,1
Brooklyn,Entire home/apt,188,3,38,0.54,1
Brooklyn,Private room,20,1,12,1.66,0
Manhattan,Private room,100,1,1,1.0,0
Brooklyn,Entire home/apt,251,1,17,2.91,1
Brooklyn,Private room,68,6,48,2.59,0
Queens,Private room,59,1,75,1.87,0
Brooklyn,Entire home/apt,150,2,41,5.42,1
Queens,Entire home/apt,99,2,13,1.71,1
Manhattan,Private room,150,1,0,0.0,0
Manhattan,Entire home/apt,98,7,6,0.14,1
Queens,Entire home/apt,78,1,5,5.0,1
Manhattan,Entire home/apt,300,3,0,0.0,1
Manhattan,Entire home/apt,230,2,179,1.88,1
Queens,Entire home/apt,72,3,7,0.15,1
Brooklyn,Entire home/apt,100,3,284,4.57,1
Brooklyn,Private room,55,2,8,6.49,0
Brooklyn,Private room,45,2,1,1.0,0
Manhattan,Entire home/apt,120,3,15,2.06,1
Brooklyn,Private room,65,2,31,1.68,0
Brooklyn,Private room,40,1,36,3.74,0
Manhattan,Entire home/apt,175,2,4,0.28,1
Queens,Entire home/apt,99,2,57,0.89,1
Brooklyn,Private room,60,1,15,1.62,0
Brooklyn,Entire home/apt,250,1,103,5.5,1
Brooklyn,Private room,65,1,11,0.24,0
Manhattan,Private room,59,1,0,0.0,0
Manhattan,Private room,100,2,0,0.0,0
Brooklyn,Private room,70,3,1,0.05,0
Manhattan,Entire home/apt,97,2,1,1.0,1
Brooklyn,Private room,44,1,3,0.05,0
Brooklyn,Private room,66,3,0,0.0,0
Manhattan,Private room,125,1,1,0.03,0
Manhattan,Entire home/apt,225,2,6,0.24,1
Brooklyn,Private room,80,5,18,0.72,0
Queens,Private room,120,2,0,0.0,0
Brooklyn,Entire home/apt,100,3,15,0.27,1
Brooklyn,Private room,90,2,5,0.24,0
Brooklyn,Entire home/apt,199,4,7,0.34,1
Queens,Private room,75,1,9,2.52,0
Brooklyn,Private room,45,2,26,1.23,0
Brooklyn,Entire home/apt,75,2,2,0.03,1
Bronx,Private room,125,2,0,0.0,0
Manhattan,Entire home/apt,290,1,114,1.71,1
Manhattan,Entire home/apt,100,5,6,0.07,1
Brooklyn,Entire home/apt,190,2,5,0.32,1
Manhattan,Private room,105,2,35,1.35,0
Brooklyn,Entire home/apt,79,2,8,0.13,1
Brooklyn,Private room,59,2,34,1.47,0
Manhattan,Entire home/apt,214,2,1,1.0,1
Manhattan,Private room,169,7,2,0.81,0
Staten Island,Private room,55,2,48,4.97,0
Brooklyn,Entire home/apt,75,1,4,0.08,1
Manhattan,Entire home/apt,175,2,1,0.09,1
Brooklyn,Private room,75,1,3,1.64,0
Brooklyn,Private room,125,2,27,0.88,0
Manhattan,Entire home/apt,189,2,136,4.09,1
Brooklyn,Private room,99,3,3,0.13,0
Brooklyn,Private room,50,1,0,0.0,0
Queens,Entire home/apt,95,3,17,4.51,1
Brooklyn,Entire home/apt,120,1,0,0.0,1
Manhattan,Private room,148,3,14,0.24,0
Manhattan,Private room,70,2,14,1.4,0
Manhattan,Entire home/apt,120,1,6,0.4,1
Manhattan,Private room,55,1,0,0.0,0
Queens,Private room,49,1,14,0.32,0
Brooklyn,Entire home/apt,79,1,0,0.0,1
Brooklyn,Private room,70,2,6,0.1,0
Manhattan,Entire home/apt,130,2,0,0.0,1
Manhattan,Private room,52,2,88,1.42,0
Manhattan,Private room,180,1,10,0.3,0
Staten Island,Entire home/apt,249,2,8,2.58,1
Manhattan,Private room,68,1,86,1.36,0
Manhattan,Private room,275,2,6,2.28,0
Queens,Private room,70,1,3,1.11,0
Brooklyn,Entire home/apt,125,5,1,0.02,1
Manhattan,Shared room,49,2,52,1.95,2
Queens,Entire home/apt,250,5,0,0.0,1
Manhattan,Entire home/apt,170,2,0,0.0,1
Brooklyn,Private room,50,1,5,0.21,0
Brooklyn,Entire home/apt,110,3,137,3.51,1
Manhattan,Entire home/apt,200,3,0,0.0,1
Manhattan,Entire home/apt,115,3,71,1.43,1
Manhattan,Private room,65,2,1,0.04,0
Brooklyn,Entire home/apt,141,5,8,0.21,1
Queens,Entire home/apt,200,1,0,0.0,1
Manhattan,Entire home/apt,165,2,0,0.0,1
Queens,Private room,86,2,107,1.58,0
Manhattan,Entire home/apt,200,2,28,1.32,1
Brooklyn,Entire home/apt,200,2,36,2.8,1
Brooklyn,Entire home/apt,150,3,2,0.92,1
Brooklyn,Entire home/apt,115,4,38,0.89,1
Manhattan,Private room,99,1,155,5.74,0
Queens,Entire home/apt,80,1,3,0.05,1
Brooklyn,Entire home/apt,220,1,404,4.9,1
Brooklyn,Entire home/apt,225,2,11,0.3,1
Manhattan,Private room,138,1,8,2.79,0
Brooklyn,Entire home/apt,30,4,0,0.0,1
Brooklyn,Private room,98,7,16,0.2,0
Brooklyn,Private room,50,2,16,1.14,0
Brooklyn,Private room,90,1,0,0.0,0
Bronx,Private room,80,2,1,0.18,0
Manhattan,Entire home/apt,250,2,1,0.54,1
Brooklyn,Entire home/apt,220,4,1,1.0,1
Manhattan,Private room,89,3,15,1.56,0
Manhattan,Private room,59,1,0,0.0,0
Brooklyn,Private room,30,1,0,0.0,0
Manhattan,Private room,90,7,0,0.0,0
Manhattan,Private room,120,1,7,1.96,0
Manhattan,Entire home/apt,325,5,7,2.84,1
Brooklyn,Private room,49,1,109,4.99,0
Brooklyn,Shared room,35,1,34,1.01,2
Queens,Private room,38,3,32,0.89,0
Brooklyn,Entire home/apt,125,2,5,0.1,1
Brooklyn,Private room,55,7,15,1.33,0
Brooklyn,Entire home/apt,199,3,8,0.25,1
Manhattan,Entire home/apt,120,5,23,1.25,1
Brooklyn,Entire home/apt,34,2,93,4.07,1
Queens,Entire home/apt,200,3,2,2.0,1
Manhattan,Private room,79,1,20,0.7,0
Brooklyn,Entire home/apt,45,5,8,0.22,1
Manhattan,Private room,90,1,82,6.24,0
Brooklyn,Entire home/apt,85,2,2,0.09,1
Manhattan,Entire home/apt,170,7,29,2.06,1
Manhattan,Private room,115,2,93,3.92,0
Queens,Private room,28,2,0,0.0,0
Brooklyn,Entire home/apt,125,2,1,0.02,1
Brooklyn,Entire home/apt,81,5,9,0.24,1
Manhattan,Entire home/apt,110,5,0,0.0,1
Brooklyn,Private room,75,1,0,0.0,0
Brooklyn,Entire home/apt,125,3,162,2.15,1
Brooklyn,Private room,60,2,48,2.3,0
Manhattan,Private room,75,10,17,0.46,0
Brooklyn,Entire home/apt,130,4,5,0.63,1
Brooklyn,Private room,59,2,26,2.39,0
Brooklyn,Private room,70,3,8,0.17,0
Brooklyn,Entire home/apt,110,3,4,0.11,1
Manhattan,Private room,150,3,103,4.71,0
Queens,Entire home/apt,100,2,2,0.18,1
Manhattan,Entire home/apt,220,1,0,0.0,1
Brooklyn,Entire home/apt,150,4,61,1.33,1
Manhattan,Entire home/apt,168,1,2,0.04,1
Brooklyn,Private room,50,4,15,0.38,0
Manhattan,Entire home/apt,115,1,4,0.24,1
Brooklyn,Entire home/apt,249,1,7,0.38,1
Queens,Private room,30,5,7,0.38,0
Manhattan,Private room,80,1,1,0.03,0
Manhattan,Entire home/apt,264,2,5,0.12,1
Brooklyn,Private room,50,4,12,1.78,0
Brooklyn,Entire home/apt,200,2,0,0.0,1
Queens,Private room,85,1,3,3.0,0
Brooklyn,Entire home/apt,110,3,9,0.16,1
Brooklyn,Private room,60,3,0,0.0,0
Brooklyn,Entire home/apt,130,3,58,2.63,1
Manhattan,Private room,75,1,0,0.0,0
Bronx,Private room,45,3,33,1.47,0
Staten Island,Entire home/apt,150,1,23,0.78,1
Brooklyn,Private room,70,1,15,3.02,0
Brooklyn,Entire home/apt,161,2,21,0.48,1
Manhattan,Entire home/apt,150,1,0,0.0,1
Brooklyn,Private room,39,1,73,1.57,0
Brooklyn,Entire home/apt,119,3,6,0.2,1
Manhattan,Private room,125,1,1,1.0,0
Brooklyn,Entire home/apt,120,3,13,0.28,1
Queens,Private room,102,5,8,0.24,0
Brooklyn,Private room,59,4,5,1.24,0
Brooklyn,Private room,100,1,0,0.0,0
Manhattan,Entire home/apt,195,7,2,0.04,1
Brooklyn,Private room,60,2,7,0.51,0
Queens,Private room,100,1,34,1.38,0
Manhattan,Private room,90,5,0,0.0,0
Brooklyn,Private room,70,3,54,0.77,0
Brooklyn,Private room,47,3,5,0.2,0
Brooklyn,Private room,149,1,93,2.48,0
Brooklyn,Private room,50,2,167,4.73,0
Manhattan,Private room,120,1,25,0.75,0
Brooklyn,Entire home/apt,150,2,0,0.0,1
Bronx,Entire home/apt,120,2,47,1.22,1
Queens,Entire home/apt,200,5,42,1.55,1
Queens,Private room,49,1,0,0.0,0
Brooklyn,Entire home/apt,100,1,5,0.63,1
Queens,Entire home/apt,200,1,32,3.02,1
Brooklyn,Private room,70,2,106,3.59,0
Staten Island,Private room,52,1,3,0.93,0
Brooklyn,Private room,35,1,67,3.83,0
Manhattan,Entire home/apt,275,2,16,0.24,1
Brooklyn,Private room,60,3,0,0.0,0
Brooklyn,Entire home/apt,200,2,267,3.37,1
Brooklyn,Entire home/apt,151,5,4,0.63,1
Brooklyn,Entire home/apt,140,2,131,3.06,1
Brooklyn,Entire home/apt,150,6,1,0.16,1
Manhattan,Entire home/apt,118,2,3,2.0,1
Bronx,Entire home/apt,119,3,75,2.74,1
Manhattan,Entire home/apt,250,2,2,0.09,1
Queens,Entire home/apt,120,7,1,0.03,1
Brooklyn,Entire home/apt,150,2,8,0.16,1
Queens,Private room,65,1,1,0.03,0
Bronx,Entire home/apt,178,2,0,0.0,1
Queens,Entire home/apt,300,4,0,0.0,1
Manhattan,Private room,90,1,35,7.24,0
Queens,Private room,38,1,40,2.61,0
Brooklyn,Entire home/apt,145,2,20,0.76,1
Brooklyn,Entire home/apt,215,3,3,0.14,1
Brooklyn,Private room,75,6,3,0.16,0
Manhattan,Private room,150,1,207,4.55,0
Manhattan,Private room,65,6,12,0.75,0
Queens,Private room,50,1,218,6.91,0
Manhattan,Entire home/apt,129,1,0,0.0,1
Brooklyn,Private room,46,1,49,2.51,0
Manhattan,Entire home/apt,99,2,57,1.17,1
Brooklyn,Private room,48,2,1,0.1,0
Manhattan,Entire home/apt,150,1,52,1.26,1
Brooklyn,Shared room,42,1,4,0.12,2
Manhattan,Private room,150,2,0,0.0,0
Manhattan,Private room,58,1,5,0.4,0
Manhattan,Entire home/apt,150,2,23,1.18,1
Manhattan,Entire home/apt,229,2,21,2.58,1
Manhattan,Entire home/apt,140,5,24,3.35,1
Manhattan,Entire home/apt,113,7,1,0.03,1
Manhattan,Entire home/apt,11,7,0,0.0,1
Manhattan,Private room,10,5,42,2.87,0
Queens,Entire home/apt,39,1,2,0.08,1
Manhattan,Private room,50,2,31,4.84,0
Brooklyn,Private room,75,2,8,0.58,0
Manhattan,Private room,50,1,2,0.05,0
Manhattan,Private room,87,7,46,0.62,0
Manhattan,Entire home/apt,229,3,2,0.11,1
Manhattan,Private room,80,6,3,0.07,0
Brooklyn,Private room,100,1,27,0.75,0
Brooklyn,Entire home/apt,300,5,1,0.42,1
Brooklyn,Private room,39,1,0,0.0,0
Brooklyn,Entire home/apt,97,5,44,1.5,1
Brooklyn,Entire home/apt,68,1,20,3.82,1
Queens,Private room,80,1,14,1.97,0
Manhattan,Entire home/apt,298,1,16,2.0,1
Manhattan,Private room,92,5,0,0.0,0
Brooklyn,Private room,52,4,4,0.18,0
Manhattan,Entire home/apt,250,3,33,0.9,1
Brooklyn,Private room,45,7,0,0.0,0
Manhattan,Private room,59,1,66,5.38,0
Manhattan,Entire home/apt,160,5,0,0.0,1
Manhattan,Private room,118,1,95,3.93,0
Brooklyn,Private room,77,7,1,0.02,0
Manhattan,Private room,60,4,0,0.0,0
Brooklyn,Private room,75,2,11,1.56,0
Brooklyn,Entire home/apt,300,2,6,0.38,1
Brooklyn,Private room,62,1,27,1.69,0
Brooklyn,Entire home/apt,150,2,1,0.04,1
Staten Island,Entire home/apt,99,2,3,0.36,1
Manhattan,Private room,40,6,6,0.2,0
Manhattan,Private room,88,1,100,1.41,0
Brooklyn,Entire home/apt,300,2,3,1.84,1
Manhattan,Private room,65,2,2,1.36,0
Queens,Private room,58,1,34,0.66,0
Brooklyn,Private room,38,7,6,1.64,0
Brooklyn,Entire home/apt,101,2,7,0.64,1
Queens,Private room,47,2,2,0.09,0
Brooklyn,Private room,50,1,43,2.26,0
Manhattan,Private room,40,3,23,3.0,0
Brooklyn,Private room,25,5,7,1.23,0
Manhattan,Private room,58,3,1,0.04,0
Queens,Entire home/apt,67,3,93,4.46,1
Brooklyn,Private room,85,7,0,0.0,0
Brooklyn,Entire home/apt,160,2,51,5.39,1
Brooklyn,Entire home/apt,157,6,1,0.03,1
Manhattan,Private room,85,3,37,0.81,0
Brooklyn,Private room,50,1,3,0.13,0
